company,ticker,scenario,assessment_type,category,factor,weight,score,weighted_score,rating_or_result,outlook,watch_status,as_of_date,status,rationale,upgrade_trigger,downgrade_trigger,source_name,source_file,source_page_or_section,source_url,calculation_or_assumption,notes
"Coherus Oncology, Inc.",CHRS,Reported,Current/Reported,Rating Output,Estimated recovery percentage,,,,~95-100%,,,2026-03-31,Orion Rating Assessment,Recovery tied directly to the valuation/recovery analysis: going-concern/solvent 100% (Base/Upside/Reported); Downside blended ~58% (liquidation ~38% to distressed going-concern ~78%) on the first-lien claim.,,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,From coherus_valuation.csv Recovery - Going Concern / Distressed Going-Concern / Liquidation rows; TOTAL-facility recovery (BBDC share = par x recovery%).,
"Coherus Oncology, Inc.",CHRS,Reported,Current/Reported,Rating Narrative,Key rating strengths,,,,B- issuer / B+ loan,Stable,Heightened Monitoring,2026-03-31,Orion Rating Assessment,"(1) Net-cash balance sheet: $167.0M cash & marketable securities vs a $38.66M first-lien bullet (cash ~4.3x funded debt). (2) Differentiated franchise: only FDA-approved, NCCN category-1 preferred NPC immunotherapy with durable 6-yr JUPITER-02 OS benefit and exclusivity to 2030 (orphan)/2035 (BLA), both past the 2029 maturity. (3) Strong loan structure: first-priority all-asset+IP lien, cash dominion, senior to the Coduet royalty, MAC event-of-default. (4) Covenant-light but compliant ($15M minimum-liquidity, ~11x indicative headroom). (5) Deleveraged: convertibles substantially retired, ~$121K stub repaid Apr 2026.",,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Narrative,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite 2.66/5.00,
"Coherus Oncology, Inc.",CHRS,Reported,Current/Reported,Rating Narrative,Key rating weaknesses,,,,B- issuer / B+ loan,Stable,Heightened Monitoring,2026-03-31,Orion Rating Assessment,"(1) 100% single-product / single-indication / single-geography concentration (LOQTORZI/NPC/U.S.), ~99% via three wholesalers. (2) Deep operating losses (FY2025 op loss $181M; Adj EBITDA ~-$144M) and negative operating cash flow; cannot self-fund. (3) Capital-market dependence - survival needs serial ATM/equity. (4) Headline cash flattered by ~$61.6M restricted TSA pass-through (covenant-qualifying cash lower). (5) Approved-but-unlaunched competitor (penpulimab). (6) China single-source supply (onshoring underway). (7) No mandatory-prepayment sweeps - proven by ~$483M UDENYCA proceeds bypassing the loan.",,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Narrative,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite 2.66/5.00,
"Coherus Oncology, Inc.",CHRS,Reported,Current/Reported,Rating Narrative,Upgrade triggers,,,,B- issuer / B+ loan,Stable,Heightened Monitoring,2026-03-31,Orion Rating Assessment,Sustained LOQTORZI penetration and revenue growth toward the ~$250M TAM; a clear path to positive EBITDA / self-funding; demonstrated non-dilutive funding or reduced burn; pipeline (casdozokitug HCC) validation broadening beyond NPC.,Sustained LOQTORZI penetration and revenue growth toward the ~$250M TAM; a clear path to positive EBITDA / self-funding; demonstrated non-dilutive funding or reduced burn; pipeline (casdozokitug HCC) validation broadening beyond NPC.,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Narrative,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite 2.66/5.00,
"Coherus Oncology, Inc.",CHRS,Reported,Current/Reported,Rating Narrative,Downgrade triggers,,,,B- issuer / B+ loan,Stable,Heightened Monitoring,2026-03-31,Orion Rating Assessment,A penpulimab U.S. launch pressuring price/share; sequential revenue rollover confirming demand erosion; loss of equity-market access; covenant-qualifying (ex-TSA) cash approaching the $15M floor; material adverse regulatory/pricing or China-supply shock.,,A penpulimab U.S. launch pressuring price/share; sequential revenue rollover confirming demand erosion; loss of equity-market access; covenant-qualifying (ex-TSA) cash approaching the $15M floor; material adverse regulatory/pricing or China-supply shock.,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Narrative,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite 2.66/5.00,
"Coherus Oncology, Inc.",CHRS,Reported,Current/Reported,Rating Narrative,Principal default pathway,,,,B- issuer / B+ loan,Stable,Heightened Monitoring,2026-03-31,Orion Rating Assessment,"Not a near-term default case. The 2029 maturity is small and precedes the exclusivity cliffs, so franchise durability is not the repayment constraint; the only plausible default pathway is a multi-year erosion of liquidity (unfunded burn) that trips the $15M minimum-liquidity covenant before internal cash can repay/refinance the bullet - i.e., a funding default, not an earnings or maturity default.",,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Narrative,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite 2.66/5.00,
"Coherus Oncology, Inc.",CHRS,Reported,Current/Reported,Rating Narrative,Overall credit conclusion,,,,B- issuer / B+ loan,Stable,Heightened Monitoring,2026-03-31,Orion Rating Assessment,"Current issuer profile is a speculative-grade single-product biotech (Orion B-, Stable) whose weak earnings/cash-flow are offset by a net-cash balance sheet and strong near-term liquidity. BBDC's first-lien 2029 term loan rates one notch higher (Orion B+, Stable): small balance, senior secured on substantially all assets, ~95-100% expected recovery, cash currently ~4.3x the claim. Heightened Monitoring reflects single-product concentration, an approved competitor, and capital-market dependence rather than any present distress. Consistent with BBDC's ~105%-of-cost mark on its combined Coherus position.",,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Narrative,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite 2.66/5.00,
"Coherus Oncology, Inc.",CHRS,Base,Base,Rating Output,Orion issuer shadow rating,,,,B-,Stable,Heightened Monitoring,2026-03-31,Orion Rating Assessment,Issuer (company) shadow rating B-. Composite risk score 2.66/5.00 is the anchor; issuer letter reflects PD drivers (business/financial/liquidity) with judgment for capital-market dependence and single-product concentration. Independent Orion assessment - not an agency rating.,,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite 2.66; issuer anchored on business+financial+liquidity (PD) categories.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Rating Output,Orion loan/issue rating (BBDC first-lien 2029 term loan),,,,B+,Stable,Heightened Monitoring,2026-03-31,Orion Rating Assessment,"BBDC first-lien 2029 term-loan (issue) rating B+, notched ABOVE the issuer for recovery: first-priority lien on substantially all assets+IP, senior to Coduet, small $38.66M balance. Separated from the issuer rating per instruction.",,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Loan rating = issuer rating notched up for first-lien recovery / structural seniority.,
"Coherus Oncology, Inc.",CHRS,Base,Base,Rating Output,Rating outlook,,,,Stable,,,2026-03-31,Orion Rating Assessment,Rating outlook: Stable for the Base assessment.,,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,,
"Coherus Oncology, Inc.",CHRS,Base,Base,Rating Output,Watch status,,,,Heightened Monitoring,,,2026-03-31,Orion Rating Assessment,Watch status: Heightened Monitoring for the Base assessment.,,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,,
"Coherus Oncology, Inc.",CHRS,Base,Base,Rating Output,Estimated 12-month probability of default,,,,Low (~4-6%),,,2026-03-31,Orion Rating Assessment,"Indicative probability-of-default RANGE, not a point estimate (no false precision). Driven by liquidity runway to the $15M covenant and capital-markets access, not by the 2029 maturity itself.",,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Qualitative range mapped from composite score and modeled covenant-breach timing (coherus_projections.csv / coherus_compliance.csv).,
"Coherus Oncology, Inc.",CHRS,Base,Base,Rating Output,Estimated cumulative probability of default through 2029,,,,Moderate (~30-40% through 2029; contingent on equity access),,,2026-03-31,Orion Rating Assessment,"Indicative probability-of-default RANGE, not a point estimate (no false precision). Driven by liquidity runway to the $15M covenant and capital-markets access, not by the 2029 maturity itself.",,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Qualitative range mapped from composite score and modeled covenant-breach timing (coherus_projections.csv / coherus_compliance.csv).,
"Coherus Oncology, Inc.",CHRS,Base,Base,Rating Output,Recovery category,,,,1 - Highest (90-100%),,,2026-03-31,Orion Rating Assessment,Recovery tied directly to the valuation/recovery analysis: going-concern/solvent 100% (Base/Upside/Reported); Downside blended ~58% (liquidation ~38% to distressed going-concern ~78%) on the first-lien claim.,,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,From coherus_valuation.csv Recovery - Going Concern / Distressed Going-Concern / Liquidation rows; TOTAL-facility recovery (BBDC share = par x recovery%).,
"Coherus Oncology, Inc.",CHRS,Base,Base,Rating Output,Estimated recovery percentage,,,,~100%,,,2026-03-31,Orion Rating Assessment,Recovery tied directly to the valuation/recovery analysis: going-concern/solvent 100% (Base/Upside/Reported); Downside blended ~58% (liquidation ~38% to distressed going-concern ~78%) on the first-lien claim.,,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,From coherus_valuation.csv Recovery - Going Concern / Distressed Going-Concern / Liquidation rows; TOTAL-facility recovery (BBDC share = par x recovery%).,
"Coherus Oncology, Inc.",CHRS,Base,Base,Rating Narrative,Key rating strengths,,,,B- issuer / B+ loan,Stable,Heightened Monitoring,2026-03-31,Orion Rating Assessment,Continued LOQTORZI ramp (total revenue $54.1M FY2026 -> $88.5M FY2029) with steady ~69% gross margin; net-cash maintained under modeled financing; loan repayable from modeled cash at maturity (~$61.4M vs $38.66M); first-lien recovery ~100%; exclusivity covers the tenor.,,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Narrative,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite 2.66/5.00,
"Coherus Oncology, Inc.",CHRS,Base,Base,Rating Narrative,Key rating weaknesses,,,,B- issuer / B+ loan,Stable,Heightened Monitoring,2026-03-31,Orion Rating Assessment,"Requires ~$154M cumulative external capital (2026-2029) - heavy dilution dependence; still no positive EBITDA in the horizon (Adj EBITDA ~-$59M by FY2029); ABSENT further equity/ATM, the $15M covenant breaches ~Q4 2027; single-product concentration unremedied.",,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Narrative,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite 2.66/5.00,
"Coherus Oncology, Inc.",CHRS,Base,Base,Rating Narrative,Upgrade triggers,,,,B- issuer / B+ loan,Stable,Heightened Monitoring,2026-03-31,Orion Rating Assessment,Revenue outperformance toward the Upside path; achievement of positive EBITDA or materially reduced external-capital need; secured multi-year funding removing the ATM dependence.,Revenue outperformance toward the Upside path; achievement of positive EBITDA or materially reduced external-capital need; secured multi-year funding removing the ATM dependence.,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Narrative,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite 2.66/5.00,
"Coherus Oncology, Inc.",CHRS,Base,Base,Rating Narrative,Downgrade triggers,,,,B- issuer / B+ loan,Stable,Heightened Monitoring,2026-03-31,Orion Rating Assessment,Slippage toward the Downside path (competitor launch / stalled ramp); closure of equity-market access - the single assumption that flips the Base conclusion to Downside; covenant breach absent capital by ~Q4 2027.,,Slippage toward the Downside path (competitor launch / stalled ramp); closure of equity-market access - the single assumption that flips the Base conclusion to Downside; covenant breach absent capital by ~Q4 2027.,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Narrative,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite 2.66/5.00,
"Coherus Oncology, Inc.",CHRS,Base,Base,Rating Narrative,Principal default pathway,,,,B- issuer / B+ loan,Stable,Heightened Monitoring,2026-03-31,Orion Rating Assessment,"Repayment is CONTINGENT on continued equity/ATM access. The default pathway is loss of capital-markets access: without ~$150M+ of external funding the company breaches the $15M minimum-liquidity covenant ~Q4 2027, ~18 months before the 2029 maturity - a funding/covenant default rather than a maturity default.",,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Narrative,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite 2.66/5.00,
"Coherus Oncology, Inc.",CHRS,Base,Base,Rating Narrative,Overall credit conclusion,,,,B- issuer / B+ loan,Stable,Heightened Monitoring,2026-03-31,Orion Rating Assessment,Base issuer rating Orion B- (Stable): the small $38.66M loan is well-covered at maturity IF equity access persists; liquidity - not the 2029 maturity or franchise durability - is the binding constraint. Loan rating Orion B+ (Stable) on first-lien ~100% recovery. MATERIAL FLAG: the credit conclusion flips to Downside if ATM/equity access closes.,,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Narrative,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite 2.66/5.00,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Rating Output,Orion issuer shadow rating,,,,B,Positive,None,2026-03-31,Orion Rating Assessment,Issuer (company) shadow rating B. Composite risk score 2.16/5.00 is the anchor; issuer letter reflects PD drivers (business/financial/liquidity) with judgment for capital-market dependence and single-product concentration. Independent Orion assessment - not an agency rating.,,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite 2.16; issuer anchored on business+financial+liquidity (PD) categories.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Rating Output,Orion loan/issue rating (BBDC first-lien 2029 term loan),,,,BB-,Positive,None,2026-03-31,Orion Rating Assessment,"BBDC first-lien 2029 term-loan (issue) rating BB-, notched ABOVE the issuer for recovery: first-priority lien on substantially all assets+IP, senior to Coduet, small $38.66M balance. Separated from the issuer rating per instruction.",,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Loan rating = issuer rating notched up for first-lien recovery / structural seniority.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Rating Output,Rating outlook,,,,Positive,,,2026-03-31,Orion Rating Assessment,Rating outlook: Positive for the Upside assessment.,,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Rating Output,Watch status,,,,None,,,2026-03-31,Orion Rating Assessment,Watch status: None for the Upside assessment.,,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Rating Output,Estimated 12-month probability of default,,,,Low (~2-3%),,,2026-03-31,Orion Rating Assessment,"Indicative probability-of-default RANGE, not a point estimate (no false precision). Driven by liquidity runway to the $15M covenant and capital-markets access, not by the 2029 maturity itself.",,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Qualitative range mapped from composite score and modeled covenant-breach timing (coherus_projections.csv / coherus_compliance.csv).,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Rating Output,Estimated cumulative probability of default through 2029,,,,Low-to-Moderate (~15-20% through 2029),,,2026-03-31,Orion Rating Assessment,"Indicative probability-of-default RANGE, not a point estimate (no false precision). Driven by liquidity runway to the $15M covenant and capital-markets access, not by the 2029 maturity itself.",,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Qualitative range mapped from composite score and modeled covenant-breach timing (coherus_projections.csv / coherus_compliance.csv).,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Rating Output,Recovery category,,,,1 - Highest (90-100%),,,2026-03-31,Orion Rating Assessment,Recovery tied directly to the valuation/recovery analysis: going-concern/solvent 100% (Base/Upside/Reported); Downside blended ~58% (liquidation ~38% to distressed going-concern ~78%) on the first-lien claim.,,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,From coherus_valuation.csv Recovery - Going Concern / Distressed Going-Concern / Liquidation rows; TOTAL-facility recovery (BBDC share = par x recovery%).,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Rating Output,Estimated recovery percentage,,,,~100%,,,2026-03-31,Orion Rating Assessment,Recovery tied directly to the valuation/recovery analysis: going-concern/solvent 100% (Base/Upside/Reported); Downside blended ~58% (liquidation ~38% to distressed going-concern ~78%) on the first-lien claim.,,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,From coherus_valuation.csv Recovery - Going Concern / Distressed Going-Concern / Liquidation rows; TOTAL-facility recovery (BBDC share = par x recovery%).,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Rating Narrative,Key rating strengths,,,,B issuer / BB- loan,Positive,None,2026-03-31,Orion Rating Assessment,"Faster adoption toward ~50% penetration (revenue $57.5M FY2026 -> $126.9M FY2029, 22-42% growth); burn narrows (Adj EBITDA ~-$45M by FY2029); lower external need (~$50M equity + $75M UDENYCA earnouts); loan repaid in full from cash, refinancing optional; net cash preserved; EV ~$349M vastly covers the claim.",,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Narrative,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite 2.16/5.00,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Rating Narrative,Key rating weaknesses,,,,B issuer / BB- loan,Positive,None,2026-03-31,Orion Rating Assessment,Still cash-burning until ~2028; dependent on catalysts and some external capital; single-product concentration persists even in the upside; assumes UDENYCA earnouts are collected and equity access improves.,,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Narrative,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite 2.16/5.00,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Rating Narrative,Upgrade triggers,,,,B issuer / BB- loan,Positive,None,2026-03-31,Orion Rating Assessment,Positive EBITDA/self-funding achieved ahead of plan; pipeline (casdozokitug/tagmokitug) adds a credible second value driver; strategic interest / takeout at rare-oncology multiples (YMAB precedent ~4.6x revenue).,Positive EBITDA/self-funding achieved ahead of plan; pipeline (casdozokitug/tagmokitug) adds a credible second value driver; strategic interest / takeout at rare-oncology multiples (YMAB precedent ~4.6x revenue).,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Narrative,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite 2.16/5.00,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Rating Narrative,Downgrade triggers,,,,B issuer / BB- loan,Positive,None,2026-03-31,Orion Rating Assessment,Reversion to Base if adoption slows or earnouts are not collected; any competitor launch tempering the share thesis.,,Reversion to Base if adoption slows or earnouts are not collected; any competitor launch tempering the share thesis.,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Narrative,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite 2.16/5.00,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Rating Narrative,Principal default pathway,,,,B issuer / BB- loan,Positive,None,2026-03-31,Orion Rating Assessment,"Default risk is remote in this scenario: the franchise scales, burn narrows, liquidity holds (min ~$31M), and the $38.66M loan is repaid from cash. Only a sharp, unforeseen reversal would create a funding-driven default pathway.",,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Narrative,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite 2.16/5.00,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Rating Narrative,Overall credit conclusion,,,,B issuer / BB- loan,Positive,None,2026-03-31,Orion Rating Assessment,"Upside issuer rating Orion B (Positive): franchise scales toward half the ~$250M TAM, burn narrows, and the loan is money-good with a rising equity cushion. Loan rating Orion BB- reflects first-lien seniority over an improving, self-funding credit. Watch: None.",,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Narrative,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite 2.16/5.00,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Rating Output,Orion issuer shadow rating,,,,CCC,Negative,CreditWatch Negative,2026-03-31,Orion Rating Assessment,Issuer (company) shadow rating CCC. Composite risk score 4.26/5.00 is the anchor; issuer letter reflects PD drivers (business/financial/liquidity) with judgment for capital-market dependence and single-product concentration. Independent Orion assessment - not an agency rating.,,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Composite 4.26; issuer anchored on business+financial+liquidity (PD) categories.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Rating Output,Orion loan/issue rating (BBDC first-lien 2029 term loan),,,,CCC+,Negative,CreditWatch Negative,2026-03-31,Orion Rating Assessment,"BBDC first-lien 2029 term-loan (issue) rating CCC+, notched ABOVE the issuer for recovery: first-priority lien on substantially all assets+IP, senior to Coduet, small $38.66M balance. Separated from the issuer rating per instruction.",,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Loan rating = issuer rating notched up for first-lien recovery / structural seniority.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Rating Output,Rating outlook,,,,Negative,,,2026-03-31,Orion Rating Assessment,Rating outlook: Negative for the Downside assessment.,,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Rating Output,Watch status,,,,CreditWatch Negative,,,2026-03-31,Orion Rating Assessment,Watch status: CreditWatch Negative for the Downside assessment.,,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Rating Output,Estimated 12-month probability of default,,,,Elevated (~15-25%),,,2026-03-31,Orion Rating Assessment,"Indicative probability-of-default RANGE, not a point estimate (no false precision). Driven by liquidity runway to the $15M covenant and capital-markets access, not by the 2029 maturity itself.",,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Qualitative range mapped from composite score and modeled covenant-breach timing (coherus_projections.csv / coherus_compliance.csv).,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Rating Output,Estimated cumulative probability of default through 2029,,,,High (~65-75% through 2029; breach ~Q3 2027),,,2026-03-31,Orion Rating Assessment,"Indicative probability-of-default RANGE, not a point estimate (no false precision). Driven by liquidity runway to the $15M covenant and capital-markets access, not by the 2029 maturity itself.",,,Orion Analysis,coherus_valuation.csv; coherus_projections.csv; coherus_compliance.csv; coherus_credit_agreement.csv; coherus_credit_overview_page.csv,Rating Output,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,Qualitative range mapped from composite score and modeled covenant-breach timing (coherus_projections.csv / coherus_compliance.csv).,
